m,TagName,
"2020-12-01 00:00:00","c","2648"
"2020-12-01 00:00:00","c#","5732"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7816"
"2020-12-01 00:00:00","javascript","16018"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4788"
"2020-12-01 00:00:00","python","22208"
"2020-12-01 00:00:00","r","4338"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2098"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6183"
"2021-01-01 00:00:00","c++","4106"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8020"
"2021-01-01 00:00:00","javascript","16874"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4748"
"2021-01-01 00:00:00","python","22885"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2316"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2239"
"2021-02-01 00:00:00","c#","5794"
"2021-02-01 00:00:00","c++","4092"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7582"
"2021-02-01 00:00:00","javascript","15267"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4368"
"2021-02-01 00:00:00","python","21410"
"2021-02-01 00:00:00","r","4325"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2484"
"2021-03-01 00:00:00","c#","6390"
"2021-03-01 00:00:00","c++","4301"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","759"
"2021-03-01 00:00:00","java","8663"
"2021-03-01 00:00:00","javascript","16764"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4747"
"2021-03-01 00:00:00","python","23905"
"2021-03-01 00:00:00","r","5177"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2380"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5898"
"2021-04-01 00:00:00","c++","3941"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7919"
"2021-04-01 00:00:00","javascript","15845"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4321"
"2021-04-01 00:00:00","python","22699"
"2021-04-01 00:00:00","r","4797"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2089"
"2021-05-01 00:00:00","c#","5737"
"2021-05-01 00:00:00","c++","4189"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7952"
"2021-05-01 00:00:00","javascript","15816"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4248"
"2021-05-01 00:00:00","python","22424"
"2021-05-01 00:00:00","r","4667"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1863"
"2021-06-01 00:00:00","assembly","259"
"2021-06-01 00:00:00","c","1868"
"2021-06-01 00:00:00","c#","5623"
"2021-06-01 00:00:00","c++","3823"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7584"
"2021-06-01 00:00:00","javascript","14998"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4074"
"2021-06-01 00:00:00","python","20905"
"2021-06-01 00:00:00","r","4283"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1794"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1620"
"2021-07-01 00:00:00","c#","5204"
"2021-07-01 00:00:00","c++","3502"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6948"
"2021-07-01 00:00:00","javascript","14746"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3881"
"2021-07-01 00:00:00","python","20586"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1968"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1530"
"2021-08-01 00:00:00","c#","5108"
"2021-08-01 00:00:00","c++","3244"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6757"
"2021-08-01 00:00:00","javascript","14645"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3861"
"2021-08-01 00:00:00","python","19837"
"2021-08-01 00:00:00","r","4032"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1894"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5058"
"2021-09-01 00:00:00","c++","3600"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6611"
"2021-09-01 00:00:00","javascript","14423"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3683"
"2021-09-01 00:00:00","python","19027"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1624"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2093"
"2021-10-01 00:00:00","c#","5278"
"2021-10-01 00:00:00","c++","3725"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","699"
"2021-10-01 00:00:00","java","6577"
"2021-10-01 00:00:00","javascript","13825"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3581"
"2021-10-01 00:00:00","python","19803"
"2021-10-01 00:00:00","r","4174"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2210"
"2021-11-01 00:00:00","c#","5600"
"2021-11-01 00:00:00","c++","3820"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6913"
"2021-11-01 00:00:00","javascript","13498"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3497"
"2021-11-01 00:00:00","python","20068"
"2021-11-01 00:00:00","r","4029"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1534"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2106"
"2021-12-01 00:00:00","c#","5039"
"2021-12-01 00:00:00","c++","3581"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6194"
"2021-12-01 00:00:00","javascript","13089"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3247"
"2021-12-01 00:00:00","python","19069"
"2021-12-01 00:00:00","r","3541"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1427"
"2022-01-01 00:00:00","assembly","230"
"2022-01-01 00:00:00","c","1958"
"2022-01-01 00:00:00","c#","5281"
"2022-01-01 00:00:00","c++","3616"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","740"
"2022-01-01 00:00:00","java","6459"
"2022-01-01 00:00:00","javascript","14013"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3398"
"2022-01-01 00:00:00","python","19760"
"2022-01-01 00:00:00","r","3847"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1733"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1681"
"2022-02-01 00:00:00","c#","5120"
"2022-02-01 00:00:00","c++","3203"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5960"
"2022-02-01 00:00:00","javascript","12859"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3118"
"2022-02-01 00:00:00","python","19342"
"2022-02-01 00:00:00","r","3917"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1605"
"2022-03-01 00:00:00","assembly","237"
"2022-03-01 00:00:00","c","1960"
"2022-03-01 00:00:00","c#","5705"
"2022-03-01 00:00:00","c++","3523"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","765"
"2022-03-01 00:00:00","java","6607"
"2022-03-01 00:00:00","javascript","13660"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3128"
"2022-03-01 00:00:00","python","20872"
"2022-03-01 00:00:00","r","4489"
"2022-03-01 00:00:00","ruby","445"
"2022-03-01 00:00:00","swift","1754"
"2022-04-01 00:00:00","assembly","259"
"2022-04-01 00:00:00","c","1822"
"2022-04-01 00:00:00","c#","5719"
"2022-04-01 00:00:00","c++","3740"
"2022-04-01 00:00:00","delphi","118"
"2022-04-01 00:00:00","go","746"
"2022-04-01 00:00:00","java","7427"
"2022-04-01 00:00:00","javascript","15291"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3603"
"2022-04-01 00:00:00","python","22595"
"2022-04-01 00:00:00","r","4631"
"2022-04-01 00:00:00","ruby","480"
"2022-04-01 00:00:00","swift","1695"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1896"
"2022-05-01 00:00:00","c#","6224"
"2022-05-01 00:00:00","c++","3834"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","669"
"2022-05-01 00:00:00","java","7786"
"2022-05-01 00:00:00","javascript","15912"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3965"
"2022-05-01 00:00:00","python","22943"
"2022-05-01 00:00:00","r","4821"
"2022-05-01 00:00:00","ruby","499"
"2022-05-01 00:00:00","swift","1730"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1648"
"2022-06-01 00:00:00","c#","6023"
"2022-06-01 00:00:00","c++","3361"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","731"
"2022-06-01 00:00:00","java","6981"
"2022-06-01 00:00:00","javascript","15069"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3811"
"2022-06-01 00:00:00","python","22102"
"2022-06-01 00:00:00","r","4391"
"2022-06-01 00:00:00","ruby","476"
"2022-06-01 00:00:00","swift","1780"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1480"
"2022-07-01 00:00:00","c#","5935"
"2022-07-01 00:00:00","c++","3246"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","740"
"2022-07-01 00:00:00","java","6574"
"2022-07-01 00:00:00","javascript","15112"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3743"
"2022-07-01 00:00:00","python","22375"
"2022-07-01 00:00:00","r","4183"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1746"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1502"
"2022-08-01 00:00:00","c#","6300"
"2022-08-01 00:00:00","c++","3228"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","850"
"2022-08-01 00:00:00","java","6496"
"2022-08-01 00:00:00","javascript","15498"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3746"
"2022-08-01 00:00:00","python","21815"
"2022-08-01 00:00:00","r","4338"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1738"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1637"
"2022-09-01 00:00:00","c#","5694"
"2022-09-01 00:00:00","c++","3073"
"2022-09-01 00:00:00","delphi","147"
"2022-09-01 00:00:00","go","840"
"2022-09-01 00:00:00","java","6205"
"2022-09-01 00:00:00","javascript","14176"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3357"
"2022-09-01 00:00:00","python","20076"
"2022-09-01 00:00:00","r","4017"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1789"
"2022-10-01 00:00:00","assembly","241"
"2022-10-01 00:00:00","c","2005"
"2022-10-01 00:00:00","c#","5788"
"2022-10-01 00:00:00","c++","3192"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","738"
"2022-10-01 00:00:00","java","6472"
"2022-10-01 00:00:00","javascript","14050"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3357"
"2022-10-01 00:00:00","python","22017"
"2022-10-01 00:00:00","r","4532"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1620"
"2022-11-01 00:00:00","assembly","289"
"2022-11-01 00:00:00","c","2183"
"2022-11-01 00:00:00","c#","6030"
"2022-11-01 00:00:00","c++","3300"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","750"
"2022-11-01 00:00:00","java","6794"
"2022-11-01 00:00:00","javascript","14345"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3360"
"2022-11-01 00:00:00","python","22877"
"2022-11-01 00:00:00","r","4630"
"2022-11-01 00:00:00","ruby","466"
"2022-11-01 00:00:00","swift","1671"
"2022-12-01 00:00:00","assembly","284"
"2022-12-01 00:00:00","c","1862"
"2022-12-01 00:00:00","c#","5341"
"2022-12-01 00:00:00","c++","2865"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","632"
"2022-12-01 00:00:00","java","5980"
"2022-12-01 00:00:00","javascript","12545"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2889"
"2022-12-01 00:00:00","python","19331"
"2022-12-01 00:00:00","r","3687"
"2022-12-01 00:00:00","ruby","395"
"2022-12-01 00:00:00","swift","1468"
"2023-01-01 00:00:00","assembly","239"
"2023-01-01 00:00:00","c","1515"
"2023-01-01 00:00:00","c#","5394"
"2023-01-01 00:00:00","c++","2667"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","737"
"2023-01-01 00:00:00","java","5789"
"2023-01-01 00:00:00","javascript","12275"
"2023-01-01 00:00:00","perl","75"
"2023-01-01 00:00:00","php","3086"
"2023-01-01 00:00:00","python","18083"
"2023-01-01 00:00:00","r","3758"
"2023-01-01 00:00:00","ruby","374"
"2023-01-01 00:00:00","swift","1445"
"2023-02-01 00:00:00","assembly","191"
"2023-02-01 00:00:00","c","1318"
"2023-02-01 00:00:00","c#","4790"
"2023-02-01 00:00:00","c++","2240"
"2023-02-01 00:00:00","delphi","133"
"2023-02-01 00:00:00","go","665"
"2023-02-01 00:00:00","java","5224"
"2023-02-01 00:00:00","javascript","10501"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2454"
"2023-02-01 00:00:00","python","15816"
"2023-02-01 00:00:00","r","3819"
"2023-02-01 00:00:00","ruby","340"
"2023-02-01 00:00:00","swift","1312"
"2023-03-01 00:00:00","assembly","197"
"2023-03-01 00:00:00","c","1358"
"2023-03-01 00:00:00","c#","5278"
"2023-03-01 00:00:00","c++","2802"
"2023-03-01 00:00:00","delphi","153"
"2023-03-01 00:00:00","go","704"
"2023-03-01 00:00:00","java","6134"
"2023-03-01 00:00:00","javascript","11450"
"2023-03-01 00:00:00","perl","98"
"2023-03-01 00:00:00","php","2777"
"2023-03-01 00:00:00","python","17379"
"2023-03-01 00:00:00","r","3966"
"2023-03-01 00:00:00","ruby","316"
"2023-03-01 00:00:00","swift","1516"
